ID,SHENO,HI5,HI6,HI3,HI4_Name,HI4,HI8,HH_Members,HH_U_13,HH_Adult,HH_O_65,HH_C_1,HH_G_1,HH_H_1,HH_J_1,HH_K_1,HH_2_A_01,HH_2_D_01,HH_2_E_01,HH_2_F_01,HH_2_H_01,HH_2_H_X,HAC_3_1,LAN1B_01,LAN1C_01,Total_HA,LAN1D_01,LAN1E_01,LAN1G_01,Season,LAN1H1_01,Major_Irr,LAN1I_01,FAR1A_1,FAR1A_5,Rice_per_acre,FIN2_1,SAT1_1,SAT1_1X,SAT1_2,SAT1_2X,FO_1,FO_2,FO_3,CAES_1,ADP1_A3,ADP1_A4,ADP1_A5,ADP1_A6,ADP1_A7,ADP1_A8,ADP1_A9,ADP1_A10,ADP1_AX1,ADP1_A,ADP1_AX2,ADP1_B1,ADP1_B3,ADP1_B4,ADP1_B5,ADP1_B6,ADP1_B7,ADP1_B8,ADP1_B9,ADP1_B10,ADP1_BX1,ADP1_B,ADP1_BX2,NDP4_1,NDP4_2,NDP4_3,CAP5_1,CAP5_2,CAP5_3,CAP5_4,Adaptive_Cap,CAP1_1,CAP1_2,CAP1_3,Collective_Acts,Personal_Cont,CAP2_1,CAP2_2,CAP2_3,PID1B_1,PID1B_2,PID1B_3,Standardized_SES,Agrowell_Prop,Major_Prop,Minor_Prop,Other_Prop,Rainfed_Prop,Food_Insecurity
112,255,182,61,3,C YAYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,15,1,6,0.333333333,0.5,0.166666667,1,1,96,1,1,1,1,39,4,31,2,1,1,3,5,2,18,1,1,2,1,1,3,310,103.3333333,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,4,3,3,4,3.5,3,3,3,3,3,1,4,4,4,4,4,-0.158827282,40,60,0,0,40,0
113,256,74,25,3,C YAYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,15,1,5,0.2,0.8,0,2,1,96,1,1,1,1,47,3,611,1,1,1,1,6,2,20,1,1,2,1,1,4,460,115,1,1,1,2,0,0,1,0,1,1,1,1,1,1,1,0,0,1,2,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,4,3,2,4,3.25,4,4,2,3.333333333,1,2,2,2,4,4,4,-0.158827282,33.33333333,66.66666667,0,0,0,2
114,257,32,11,3,C YAYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,15,1,5,0.2,0.8,0,2,1,96,1,1,1,1,47,3,611,1,1,2,2,5,2,16,2,2,7,0,0,3,301,100.3333333,2,1,1,2,0,0,1,0,1,1,1,1,1,1,1,0,0,1,2,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,2,2,1,3,2,3,3,2,2.666666667,3,1,3,3,4,3,4,0.921379433,40,60,0,0,0,1
115,258,137,46,3,C YAYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,15,1,5,0,1,0,2,1,96,1,1,1,1,58,3,611,1,1,1,3,8,2,35,1,1,2,1,1,6,810,135,1,1,1,3,1,0,0,1,2,1,1,1,1,1,1,1,0,1,2,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,4,3,3,4,3.5,4,4,3,3.666666667,3,1,4,3,4,4,4,0.349581497,62.5,75,0,0,25,0
116,259,200,67,3,C YAYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,15,2,4,0,0.75,0.25,2,1,95,1,1,1,1,67,6,611,1,1,1,3,8,2,18,1,1,2,1,1,5.5,1200,218.1818182,1,1,1,2,0,0,1,0,2,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,3,3,3,4,3.25,3,4,3,3.333333333,3,1,4,3,4,4,4,0.76742093,0,37.5,0,0,62.5,0
117,260,128,43,3,C YAYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,15,1,4,0.25,0.75,0,2,1,95,1,1,1,1,33,6,411,2,1,1,2.5,7,3,1,1,1,2,1,1,5,750,150,1,1,1,2,0,0,1,0,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,4,3,2,3,3,2,2,3,2.333333333,3,1,3,4,4,4,4,0.377947939,0,71.42857143,28.57142857,0,0,0
118,301,80,36,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,4,0,1,0,1,1,95,1,1,1,1,48,3,611,1,1,1,3.5,6.5,1,25,2,2,5,0,0,5,500,100,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,1,3,4,3,4,3.5,4,4,4,4,3,1,3,3,4,3,4,1.304196151,23.07692308,0,76.92307692,0,23.07692308,0
119,302,21,9,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,8,0.25,0.75,0,1,1,95,1,1,1,1,54,2,611,1,1,1,1,1.75,1,30,2,2,8,0,0,1.5,130,86.66666667,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,1,0,1,1,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,3,2,3,3,4,4,4,4,2,1,4,4,4,4,4,-2.237290075,0,0,28.57142857,0,71.42857143,1
120,303,37,16,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,4,0.5,0.5,0,1,1,95,1,1,1,1,28,3,611,1,1,1,0.75,0.75,1,4,2,2,5,0,0,0.75,60,80,1,1,1,2,0,0,1,0,2,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,4,3,4,3,3.5,3,4,3,3.333333333,3,1,3,4,4,3,4,-0.541644,0,0,100,0,0,1
121,304,50,22,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,3,0,1,0,2,1,95,1,1,1,1,58,3,611,1,1,1,1.5,1.5,2,3,2,2,8,0,0,1.5,60,40,1,1,1,3,1,0,0,1,2,1,0,1,1,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,1,3,2.5,2,5,2,1.333333333,2,1,4,3,4,1,4,-2.423033286,0,0,0,0,100,4
122,305,35,15,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,5,0.2,0.6,0.2,1,1,95,1,1,1,1,73,3,611,1,1,1,1.5,4.5,1,50,2,2,5,0,0,2.5,300,120,2,1,1,3,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,3,4,3,3.25,4,3,4,3.666666667,2,1,3,4,4,3,4,0.886356719,44.44444444,0,55.55555556,0,0,2
123,306,57,25,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,4,0.25,0.75,0,1,1,95,1,1,1,1,48,6,611,1,1,1,1,9,1,20,2,2,5,0,0,8,720,90,2,1,1,3,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,3,4,4,3.75,4,3,4,3.666666667,2,1,4,4,4,4,4,1.304196151,11.11111111,0,88.88888889,0,0,0
124,307,137,60,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,3,0,0.666666667,0.333333333,1,1,95,1,1,1,1,67,4,611,1,1,1,2.5,7,1,15,2,2,5,0,0,5,380,76,1,1,1,3,1,0,0,1,2,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,2,2,1,4,2.25,2,2,2,2,1,1,3,4,4,4,4,0.377947939,21.42857143,0,71.42857143,0,28.57142857,1
125,308,132,58,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,5,0.2,0.8,0,1,1,95,1,1,1,1,48,3,611,1,1,1,2,6,2,20,2,2,5,0,0,6,450,75,1,1,1,2,0,0,1,0,2,1,1,1,1,1,1,0,0,1,2,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,4,1,4,2.5,3,3,3,3,2,1,3,4,4,4,4,0.921379433,20.83333333,0,100,0,0,0
126,309,139,61,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,2,0,1,0,1,1,96,1,1,1,1,54,2,611,1,1,1,2,3.5,3,4,2,2,5,0,0,2.5,300,120,2,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,3,3,2,4,3,3,3,2,2.666666667,3,1,2,3,4,4,4,-0.254001147,28.57142857,0,71.42857143,0,28.57142857,2
127,310,118,52,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,2,0,1,0,1,1,95,1,1,1,1,23,3,611,1,1,1,2,3.25,3,3,2,2,5,0,0,2.25,190,84.44444444,1,1,1,3,1,0,0,1,2,1,1,1,1,1,1,0,0,1,2,1,2,0,0,1,0,1,1,0,0,1,1,1,0,0,0,3,2,2,4,2.75,3,3,2,2.666666667,2,2,3,3,4,4,4,-1.532925447,30.76923077,0,69.23076923,0,30.76923077,2
128,311,69,31,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,5,0.2,0.8,0,1,1,96,1,1,1,1,52,3,611,1,1,1,1,4.5,1,15,2,2,5,0,0,3,160,53.33333333,1,1,1,3,1,0,0,1,2,1,1,1,1,1,1,1,0,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,3,2,3,2,2.5,4,3,4,3.666666667,3,1,3,3,3,3,1,-0.608451423,0,0,44.44444444,0,55.55555556,2
129,312,99,44,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,4,0.25,0.75,0,1,1,95,1,1,1,1,46,4,441,2,1,1,2,10.5,1,18,2,2,5,0,0,8,485,60.625,1,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,4,1,4,3.25,4,4,2,3.333333333,1,1,3,3,4,4,4,-0.004868779,0,0,95.23809524,0,4.761904762,0
130,313,52,23,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,5,0.4,0.6,0,1,1,95,1,1,1,1,43,4,611,1,1,1,1.25,8.25,1,22,2,2,5,0,0,6.25,600,96,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,4,3,4,3,3.5,4,3,4,3.666666667,3,1,3,4,4,3,3,0.377947939,0,0,75.75757576,0,24.24242424,1
131,314,55,24,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,5,0.2,0.8,0,1,1,95,1,1,1,1,48,3,611,1,1,2,2,3,1,8,2,2,8,0,0,1,110,110,1,1,1,3,1,0,0,1,2,1,0,1,1,1,0,1,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,4,2,3,3,4,4,4,4,2,1,4,4,4,4,4,1.304196151,0,0,33.33333333,0,66.66666667,0
132,315,45,20,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,3,0,1,0,1,1,95,1,1,1,1,59,2,611,1,1,1,3,6.25,1,30,2,2,5,0,0,5.25,275,52.38095238,1,1,1,3,1,0,0,1,2,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,3,2,3,3,2,3,3,2.666666667,3,1,2,2,3,3,3,1.304196151,16,0,84,0,16,0
133,316,48,21,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,5,0.2,0.8,0,1,1,95,1,1,1,1,55,3,611,1,1,1,1,3.25,1,20,2,2,5,0,0,2.25,120,53.33333333,1,1,1,3,1,0,0,1,2,1,1,1,1,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,3,2,2.5,4,4,2,3.333333333,2,1,1,3,3,1,4,0.886356719,23.07692308,0,46.15384615,0,53.84615385,0
134,317,112,50,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,2,4,0,1,0,1,1,95,1,1,1,1,49,2,611,1,1,1,0.5,5.25,3,7,2,2,5,0,0,3.25,340,104.6153846,1,1,1,3,1,0,0,1,2,1,1,1,1,1,1,0,0,1,2,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,3,2,2,4,2.75,3,3,3,3,3,1,3,3,4,4,4,0.377947939,0,0,61.9047619,0,38.0952381,2
135,318,164,70,16,RANAPANAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,6,0.166666667,0.833333333,0,2,2,97,1,1,1,1,44,3,611,1,1,1,0.25,2.75,1,24,2,2,5,0,0,1.75,80,45.71428571,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,4,4,1,4,3.25,4,4,3,3.666666667,2,1,3,4,4,1,4,-1.407333386,0,0,63.63636364,0,36.36363636,2
136,319,65,29,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,4,0,1,0,1,1,96,1,1,1,2,44,3,611,1,1,1,0.5,2,1,10,2,2,5,0,0,0.5,60,120,1,1,1,3,1,0,0,1,2,1,0,1,1,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,3,2,3,2.75,4,3,4,3.666666667,3,1,4,3,4,3,4,1.304196151,0,0,25,0,75,0
137,320,75,34,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,4,0,1,0,1,1,95,1,1,1,1,57,3,611,1,1,1,2,2,1,25,2,2,5,0,0,2,180,90,1,1,1,3,1,0,0,1,2,1,0,1,1,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,1,3,4,3,2,3,4,3,4,3.666666667,2,1,4,4,4,3,4,-0.541644,0,0,100,0,0,0
138,321,2,1,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,2,4,0.5,0.5,0,1,1,96,1,1,1,1,44,3,611,1,1,1,1,7,5,2,2,2,5,0,0,2.75,270,98.18181818,1,1,1,2,0,0,1,0,2,1,1,1,1,1,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,3,2,3,2,2.5,3,3,3,3,2,1,3,2,4,4,3,-0.158827282,57.14285714,0,39.28571429,0,60.71428571,0
139,322,157,68,16,RANAPANAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,2,0,1,0,1,1,95,1,1,1,1,40,3,611,1,1,1,3.5,4,2,4,2,2,8,0,0,4,60,15,1,1,1,3,1,0,0,1,2,1,1,1,1,1,1,0,0,1,2,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,3,2,1,4,2.5,2,4,1,2.333333333,1,1,3,2,4,1,4,-1.145226645,0,0,12.5,0,87.5,0
140,323,43,19,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,1,0,1,0,1,1,95,1,1,1,2,54,2,611,1,1,1,0.5,0.5,1,20,2,2,5,0,0,0.5,60,120,1,1,1,3,1,0,0,1,2,1,0,1,1,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4,3,3,2,3,4,4,4,4,2,1,3,2,4,3,4,-0.004868779,0,0,100,0,0,0
141,324,134,59,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,6,0.333333333,0.5,0.166666667,2,1,97,1,1,1,2,35,5,611,1,1,1,1.5,2,2,13,2,2,8,0,0,2,200,100,1,1,1,3,1,0,0,1,2,1,0,1,1,1,1,1,0,1,2,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,3,2,2,3,2.5,4,5,1,1.666666667,3,2,1,3,4,4,4,0.886356719,25,0,0,0,100,1
142,325,63,28,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,5,0,1,0,1,1,96,1,1,1,2,48,3,611,1,1,1,1,2.5,1,20,2,2,5,0,0,2,160,80,1,1,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,3,3,2,3,2.75,3,3,2,2.666666667,3,2,2,2,3,3,3,1.304196151,0,0,80,0,20,1
143,326,19,8,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,5,0.6,0.4,0,1,1,95,1,1,1,1,24,3,611,1,1,1,0.5,3.5,1,5,2,2,5,0,0,1.5,180,120,1,1,1,3,1,0,0,1,2,1,0,1,1,1,1,1,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,3,2,4,3,4,4,3,3.666666667,3,1,3,4,3,1,3,-0.158827282,0,0,42.85714286,0,57.14285714,0
144,327,15,6,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,2,6,0.166666667,0.833333333,0,2,1,97,1,1,1,2,55,5,611,1,1,1,1,9,1,15,2,2,5,0,0,7,420,60,1,2,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,3,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,1,2,3,2,3,2.5,2,3,2,2.333333333,2,2,3,3,4,4,3,1.304196151,0,0,44.44444444,0,55.55555556,0
145,328,67,30,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,1,3,0.333333333,0.666666667,0,1,1,95,1,1,1,1,40,5,611,1,1,1,0.75,4.5,1,10,2,2,5,0,0,2,180,90,1,1,1,3,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,2,3,2.75,1,2,2,1.666666667,2,1,2,2,4,3,3,0.886356719,11.11111111,0,44.44444444,0,55.55555556,0
146,329,33,14,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,2,3,0,1,0,2,1,96,1,1,1,2,49,4,611,1,1,1,4,4.5,5,11,2,2,5,0,0,4,240,60,1,2,0,1,0,1,0,0,2,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,3,2,2,2.25,3,2,3,2.666666667,3,1,2,2,3,3,3,-0.158827282,0,0,88.88888889,0,11.11111111,1
147,330,91,40,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,2,7,0,1,0,1,1,96,1,1,1,1,62,4,611,1,1,1,2,6.5,1,36,2,2,5,0,0,6.5,520,80,1,1,1,3,1,0,0,1,2,1,1,1,1,1,1,1,0,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,3,2,2.5,2,3,3,2.666666667,2,1,2,3,3,4,4,0.886356719,0,0,100,0,0,0
148,331,155,67,16,RANAPANAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,3,0,0.666666667,0.333333333,2,1,96,1,1,1,1,66,3,611,1,1,1,2,3.5,1,3,2,2,5,0,0,3,160,53.33333333,2,2,0,1,0,1,0,0,2,1,0,1,1,1,1,0,0,1,2,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,3,3,2,4,3,3,4,1,2.666666667,2,2,4,3,4,1,4,0.921379433,0,0,85.71428571,0,14.28571429,0
149,332,107,48,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,3,0,1,0,1,1,96,1,1,1,1,64,3,611,1,1,1,0.25,6.5,1,40,2,2,5,0,0,1.5,100,66.66666667,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,3,1,1,4,2.25,2,3,3,2.666666667,2,1,3,3,4,3,4,0.377947939,0,0,23.07692308,0,76.92307692,0
150,333,167,71,16,RANAPANAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,3,0,1,0,1,1,95,1,1,1,2,55,3,611,1,1,1,3,5.5,1,20,2,2,5,0,0,3.5,240,68.57142857,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,0,0,1,2,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,4,2,1,4,2.75,2,3,1,2,2,1,2,2,1,1,4,-0.636817865,0,0,63.63636364,0,36.36363636,0
151,334,110,49,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,2,5,0.4,0.6,0,2,1,96,1,1,1,1,44,3,611,1,1,1,1.5,2.5,1,10,2,2,5,0,0,2.5,170,68,1,2,0,1,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,4,2.5,2,4,2,2.666666667,2,1,3,3,4,4,4,-0.004868779,0,0,100,0,0,0
152,335,151,65,16,RANAPANAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,4,0.25,0.5,0.25,1,1,95,1,1,1,1,32,3,611,1,1,1,0.5,2.5,1,5,2,2,5,0,0,0.5,30,60,1,2,0,1,0,1,0,0,2,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,4,2.5,3,4,3,3.333333333,2,1,4,4,4,1,4,0.377947939,0,0,20,0,80,4
153,336,71,32,16,UDANGAWA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,36,3,3,0.333333333,0.666666667,0,2,1,96,1,1,1,1,42,4,611,1,1,4,1,4,5,1,1,1,7,0,0,3,420,140,1,2,0,1,0,1,0,0,2,1,0,1,1,1,1,1,0,1,2,1,2,1,0,1,0,1,1,1,0,1,1,1,0,0,1,4,4,3,3,3.5,3,4,4,3.666666667,3,1,4,4,3,4,3,-1.083957836,100,0,0,0,25,1
154,337,95,42,16,KIRIMETIYA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,36,1,6,0.333333333,0.666666667,0,1,1,95,1,1,1,1,58,3,611,1,1,1,1.5,5,1,25,2,2,5,0,0,5,750,150,2,1,1,3,1,0,0,1,2,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,2,1,4,2,4,4,2,3.333333333,3,1,4,4,4,3,4,0.886356719,10,0,50,0,50,0
